# Time-averaged data for fix msd_out
# TimeStep c_msd_co2[1] c_msd_co2[2] c_msd_co2[3] c_msd_co2[4]
564600 1.4053 0.851938 0.303893 2.56113
564700 1.46585 0.85762 0.274878 2.59835
564800 1.54053 0.891158 0.271845 2.70354
564900 1.54068 0.919049 0.295811 2.75554
565000 1.54797 0.965881 0.311045 2.8249
565100 1.60878 1.01287 0.31918 2.94083
565200 1.60819 0.98685 0.339456 2.93449
565300 1.58464 0.959624 0.329239 2.87351
565400 1.59216 0.977888 0.303021 2.87307
565500 1.57096 1.01358 0.281964 2.86651
565600 1.5194 0.990683 0.282752 2.79283
565700 1.53777 0.934427 0.300945 2.77314
565800 1.51035 0.883581 0.297837 2.69176
565900 1.43616 0.853009 0.256696 2.54586
566000 1.40557 0.814048 0.228586 2.44821
566100 1.36937 0.822987 0.252968 2.44533
566200 1.32537 0.84874 0.265933 2.44004
566300 1.3262 0.85686 0.274527 2.45759
566400 1.40471 0.830242 0.297598 2.53255
566500 1.5015 0.817718 0.308182 2.6274
566600 1.54645 0.844886 0.30687 2.69821
566700 1.5688 0.906319 0.30886 2.78398
566800 1.54191 0.966892 0.324525 2.83333
566900 1.48348 1.0028 0.319785 2.80606
567000 1.43801 0.955305 0.312319 2.70564
567100 1.43216 0.912626 0.285505 2.63029
567200 1.39997 0.902931 0.25572 2.55862
567300 1.35772 0.900452 0.256482 2.51466
567400 1.32331 0.906705 0.281011 2.51103
567500 1.27707 0.930578 0.271612 2.47926
567600 1.2774 0.875499 0.269475 2.42237
567700 1.31109 0.866912 0.272767 2.45077
567800 1.28887 0.855095 0.258735 2.4027
567900 1.27241 0.850609 0.27744 2.40046
568000 1.25489 0.871395 0.313438 2.43972
568100 1.20946 0.92196 0.308 2.43942
568200 1.225 0.858672 0.314749 2.39842
568300 1.32908 0.820642 0.315335 2.46505
568400 1.39071 0.822186 0.278936 2.49183
568500 1.40323 0.852924 0.27256 2.52872
568600 1.44335 0.857005 0.306983 2.60734
568700 1.51338 0.935322 0.304566 2.75327
568800 1.53559 0.96185 0.300618 2.79806
568900 1.56214 0.950112 0.308406 2.82065
569000 1.60838 0.94038 0.291837 2.8406
569100 1.61481 0.981583 0.268999 2.8654
569200 1.55559 0.996335 0.285932 2.83786
569300 1.55216 1.03838 0.305643 2.89618
569400 1.60415 1.05194 0.305007 2.9611
569500 1.63178 1.03706 0.297897 2.96674
569600 1.631 0.99455 0.303459 2.929
569700 1.62234 1.01601 0.305733 2.94408
569800 1.55433 1.0114 0.303248 2.86897
569900 1.45624 0.990471 0.302798 2.74951
570000 1.42626 0.933609 0.296969 2.65684
570100 1.38423 0.910154 0.28979 2.58418
570200 1.31377 0.842681 0.274066 2.43052
570300 1.31705 0.821973 0.276055 2.41508
570400 1.3435 0.811459 0.290269 2.44523
570500 1.32598 0.833018 0.312031 2.47103
570600 1.32382 0.806902 0.319358 2.45008
570700 1.38154 0.870513 0.317166 2.56922
570800 1.40635 0.905007 0.324432 2.63579
570900 1.41377 0.913035 0.311481 2.63829
571000 1.46257 0.93082 0.290775 2.68416
571100 1.46842 0.9629 0.3037 2.73502
571200 1.43287 0.904524 0.309885 2.64728
571300 1.42603 0.899782 0.296726 2.62254
571400 1.42175 0.890874 0.295082 2.6077
571500 1.32915 0.859018 0.278095 2.46626
571600 1.27156 0.80887 0.249712 2.33015
571700 1.2604 0.797098 0.246692 2.30419
571800 1.18333 0.77119 0.25417 2.20869
571900 1.08986 0.738179 0.260944 2.08899
572000 1.05505 0.731953 0.276337 2.06334
572100 1.03019 0.70731 0.274747 2.01225
572200 1.00007 0.641958 0.269335 1.91137
572300 1.01553 0.647745 0.283801 1.94708
572400 1.04387 0.682894 0.289189 2.01595
572500 1.02504 0.679561 0.293956 1.99856
572600 1.0515 0.689854 0.3002 2.04156
572700 1.14711 0.750351 0.279711 2.17717
572800 1.22771 0.767207 0.262412 2.25733
572900 1.2682 0.766937 0.274842 2.30998
573000 1.35581 0.791718 0.275213 2.42274
573100 1.3623 0.817987 0.262732 2.44302
573200 1.32917 0.789825 0.267982 2.38697
573300 1.36876 0.802407 0.280601 2.45177
573400 1.42139 0.818609 0.285 2.525
573500 1.37057 0.821514 0.265347 2.45743
573600 1.36459 0.832715 0.258814 2.45611
573700 1.36685 0.852405 0.276556 2.49581
573800 1.3092 0.861742 0.25484 2.42578
573900 1.25401 0.881848 0.24151 2.37736
574000 1.30281 0.885905 0.261178 2.44989
574100 1.2994 0.884285 0.285562 2.46925
574200 1.25048 0.882828 0.266349 2.39965
574300 1.23049 0.861746 0.268524 2.36075
574400 1.24534 0.813025 0.286282 2.34465
574500 1.18134 0.792545 0.282603 2.25649
574600 1.14216 0.774932 0.272443 2.18954
574700 1.14456 0.763214 0.278779 2.18655
574800 1.12276 0.746389 0.286836 2.15599
574900 1.08236 0.718764 0.284002 2.08512
575000 1.09473 0.691263 0.275315 2.06131
575100 1.08259 0.699103 0.310761 2.09245
575200 1.05304 0.708951 0.337426 2.09942
575300 1.01224 0.744008 0.314005 2.07025
575400 1.048 0.745943 0.296994 2.09093
575500 1.0649 0.705597 0.326235 2.09673
575600 1.0708 0.697954 0.32099 2.08974
575700 1.06585 0.745209 0.30256 2.11362
575800 1.09444 0.760416 0.332276 2.18714
575900 1.09092 0.792336 0.328905 2.21216
576000 1.12573 0.774283 0.29542 2.19544
576100 1.15849 0.726773 0.301183 2.18644
576200 1.17337 0.721031 0.314126 2.20852
576300 1.11753 0.749276 0.300927 2.16774
576400 1.08304 0.748304 0.317595 2.14894
576500 1.06917 0.744694 0.347009 2.16087
576600 1.10169 0.690489 0.318197 2.11038
576700 1.11653 0.635976 0.291413 2.04392
576800 1.13208 0.623335 0.293451 2.04887
576900 1.1132 0.627983 0.301352 2.04254
577000 1.07211 0.623023 0.296803 1.99194
577100 1.01007 0.671759 0.313257 1.99508
577200 0.988648 0.661367 0.343914 1.99393
577300 0.974887 0.598045 0.333098 1.90603
577400 0.978316 0.576241 0.288286 1.84284
577500 0.966318 0.604934 0.265567 1.83682
577600 0.952349 0.605037 0.27209 1.82948
577700 0.969018 0.639934 0.252832 1.86178
577800 0.996 0.678493 0.252013 1.92651
577900 1.02594 0.691092 0.254206 1.97124
578000 1.10371 0.708497 0.238754 2.05096
578100 1.15388 0.749545 0.235098 2.13852
578200 1.14066 0.792062 0.251208 2.18393
578300 1.16071 0.860124 0.262169 2.283
578400 1.22583 0.856892 0.282273 2.36499
578500 1.25812 0.829895 0.302502 2.39052
578600 1.26616 0.847617 0.28489 2.39866
578700 1.25715 0.860506 0.255618 2.37328
578800 1.20178 0.848392 0.269757 2.31993
578900 1.11806 0.881598 0.281703 2.28137
579000 1.09663 0.90177 0.265728 2.26413
579100 1.11062 0.866247 0.275452 2.25232
579200 1.1249 0.824739 0.292383 2.24202
579300 1.12458 0.840837 0.275064 2.24049
579400 1.13662 0.875408 0.28616 2.29819
579500 1.12385 0.879692 0.338533 2.34207
579600 1.13951 0.923309 0.336712 2.39953
579700 1.17593 0.989044 0.295507 2.46048
579800 1.22747 0.989062 0.293639 2.51017
579900 1.30877 0.972312 0.291239 2.57232
580000 1.3969 0.995679 0.264055 2.65663
580100 1.42989 1.04197 0.272892 2.74475
580200 1.45129 1.07964 0.310676 2.84161
580300 1.51434 1.08321 0.315299 2.91285
580400 1.53238 1.07067 0.300732 2.90377
580500 1.47048 0.991114 0.281106 2.74269
580600 1.42229 0.927533 0.261579 2.6114
580700 1.34389 0.919319 0.253743 2.51695
580800 1.19713 0.898647 0.253412 2.34919
580900 1.09662 0.871284 0.25056 2.21846
581000 1.075 0.848973 0.266643 2.19061
581100 1.05353 0.799399 0.263828 2.11676
581200 1.01312 0.758782 0.248491 2.02039
581300 1.0197 0.755417 0.265978 2.0411
581400 1.02873 0.783882 0.31006 2.12267
581500 1.00386 0.807244 0.299155 2.11026
581600 1.02206 0.822322 0.277566 2.12195
581700 1.12624 0.804293 0.29325 2.22379
581800 1.19472 0.795408 0.271502 2.26163
581900 1.21098 0.819853 0.23993 2.27077
582000 1.2521 0.862812 0.271177 2.38609
582100 1.29589 0.884139 0.296355 2.47638
582200 1.27648 0.885083 0.279756 2.44132
582300 1.31589 0.877942 0.281316 2.47515
582400 1.36843 0.85364 0.302554 2.52462
582500 1.3288 0.844164 0.304482 2.47745
582600 1.26479 0.865421 0.335737 2.46595
582700 1.22574 0.867733 0.388511 2.48198
582800 1.14979 0.816552 0.361995 2.32834
582900 1.09584 0.799133 0.321788 2.21676
583000 1.112 0.78333 0.314839 2.21017
583100 1.1139 0.763893 0.287611 2.1654
583200 1.05842 0.767554 0.277447 2.10342
583300 1.04411 0.80207 0.313909 2.16009
583400 1.04665 0.808621 0.331381 2.18665
583500 1.05569 0.799508 0.307978 2.16318
583600 1.10809 0.803488 0.293365 2.20494
583700 1.172 0.823489 0.283625 2.27911
583800 1.17383 0.85088 0.262096 2.2868
583900 1.20392 0.908907 0.276547 2.38937
584000 1.28169 0.956927 0.313611 2.55223
584100 1.32439 0.974818 0.310643 2.60985
584200 1.37926 0.965573 0.2968 2.64163
584300 1.48786 0.993257 0.32634 2.80746
584400 1.4945 0.997334 0.345072 2.8369
584500 1.43175 1.01691 0.340411 2.78908
584600 1.43704 1.03512 0.350372 2.82253
584700 1.43916 1.01436 0.350064 2.80358
584800 1.37488 0.96477 0.309532 2.64918
584900 1.36185 0.986511 0.276505 2.62487
585000 1.36354 0.999932 0.279781 2.64326
585100 1.28551 1.00119 0.299009 2.5857
585200 1.21933 1.00465 0.30747 2.53145
585300 1.24652 0.982162 0.303413 2.5321
585400 1.24499 0.902103 0.309844 2.45693
585500 1.22719 0.87804 0.320418 2.42565
585600 1.24543 0.868731 0.313614 2.42777
585700 1.23723 0.857713 0.330239 2.42518
585800 1.19181 0.87286 0.352744 2.41742
585900 1.20873 0.909147 0.342512 2.46039
586000 1.27906 0.882393 0.294993 2.45645
586100 1.30974 0.859739 0.280515 2.44999
586200 1.33122 0.858161 0.268787 2.45816
586300 1.35941 0.885011 0.273963 2.51838
586400 1.32509 0.874313 0.316062 2.51547
586500 1.23428 0.889031 0.342932 2.46624
586600 1.23787 0.894429 0.32084 2.45314
586700 1.25679 0.848097 0.303799 2.40869
586800 1.23529 0.776915 0.301701 2.31391
586900 1.22106 0.805146 0.301628 2.32784
587000 1.21986 0.832005 0.319705 2.37157
587100 1.16941 0.82397 0.35983 2.35321
587200 1.14598 0.826655 0.352583 2.32522
587300 1.17619 0.832566 0.305081 2.31384
587400 1.19626 0.789694 0.279281 2.26523
587500 1.18838 0.794457 0.279781 2.26262
587600 1.18257 0.856709 0.260977 2.30025
587700 1.16029 0.898335 0.262706 2.32133
587800 1.15827 0.901591 0.301106 2.36096
587900 1.18764 0.908287 0.290874 2.3868
588000 1.25372 0.911613 0.240495 2.40583
588100 1.28715 0.918675 0.246359 2.45219
588200 1.31598 0.94663 0.257692 2.5203
588300 1.32736 0.989256 0.238814 2.55543
588400 1.3026 1.01683 0.247042 2.56647
588500 1.30762 0.98199 0.272765 2.56238
588600 1.3554 0.931552 0.245818 2.53277
588700 1.36265 0.916146 0.230441 2.50924
588800 1.3221 0.908106 0.269721 2.49992
588900 1.27597 0.902182 0.294426 2.47258
589000 1.24415 0.9138 0.273469 2.43142
589100 1.19045 0.902432 0.28438 2.37726
589200 1.19273 0.859169 0.275686 2.32758
589300 1.21313 0.814949 0.234118 2.2622
589400 1.19475 0.81426 0.233661 2.24267
589500 1.13921 0.837437 0.260941 2.23759
589600 1.13579 0.839141 0.270971 2.2459
589700 1.15719 0.829251 0.274735 2.26117
589800 1.1685 0.834703 0.273973 2.27717
589900 1.19582 0.823461 0.256545 2.27583
590000 1.23707 0.821504 0.252956 2.31153
590100 1.21274 0.877033 0.281483 2.37126
590200 1.17714 0.94981 0.279161 2.40611
590300 1.20559 0.969813 0.271553 2.44696
590400 1.27269 0.98359 0.274057 2.53034
590500 1.28761 0.966293 0.252607 2.50651
590600 1.31748 0.96954 0.234713 2.52173
590700 1.3108 1.01493 0.255204 2.58093
590800 1.28437 1.0414 0.26374 2.58951
590900 1.27475 1.05279 0.254891 2.58243
591000 1.29468 1.07962 0.265447 2.63974
591100 1.28276 1.05151 0.271163 2.60543
591200 1.27146 1.00943 0.25783 2.53872
591300 1.27213 0.996499 0.267031 2.53566
591400 1.26031 1.00623 0.290595 2.55714
591500 1.21101 0.993459 0.288658 2.49313
591600 1.21363 1.01226 0.255112 2.481
591700 1.28745 0.982501 0.237461 2.50741
591800 1.35975 0.927367 0.240818 2.52794
591900 1.36109 0.947066 0.241945 2.5501
592000 1.38354 1.0231 0.246466 2.6531
592100 1.4098 1.05035 0.256094 2.71625
592200 1.3899 1.06182 0.263623 2.71534
592300 1.40858 1.03659 0.265662 2.71084
592400 1.45464 0.990793 0.263073 2.70851
592500 1.40652 0.938308 0.281138 2.62597
592600 1.31766 0.919029 0.306515 2.54321
592700 1.25829 0.939477 0.284167 2.48193
592800 1.23058 0.930221 0.257139 2.41794
592900 1.17702 0.884255 0.257767 2.31904
593000 1.14449 0.890009 0.23467 2.26917
593100 1.15571 0.881162 0.223685 2.26056
593200 1.15066 0.877746 0.255978 2.28438
593300 1.12587 0.923857 0.26422 2.31395
593400 1.13278 0.942591 0.247068 2.32244
593500 1.12485 0.940188 0.263271 2.32831
593600 1.10594 0.935909 0.279064 2.32091
593700 1.12799 0.908069 0.25815 2.29421
593800 1.18499 0.894612 0.262572 2.34218
593900 1.17779 0.927443 0.265151 2.37038
594000 1.19686 0.967726 0.24904 2.41362
594100 1.27843 1.03967 0.240086 2.55819
594200 1.33216 1.0825 0.242942 2.65761
594300 1.37011 1.03481 0.249855 2.65478
594400 1.43392 0.972276 0.268479 2.67468
594500 1.38029 1.00009 0.266162 2.64654
594600 1.26692 0.968648 0.235996 2.47156
594700 1.23431 0.913888 0.234685 2.38288
594800 1.21053 0.911943 0.251264 2.37374
594900 1.14743 0.880552 0.239835 2.26781
595000 1.1567 0.812928 0.239518 2.20915
595100 1.19576 0.84072 0.268385 2.30487
595200 1.18312 0.913071 0.271049 2.36724
595300 1.17712 0.943212 0.251993 2.37233
595400 1.2472 0.960797 0.263447 2.47144
595500 1.28791 0.934711 0.275889 2.49851
595600 1.26932 0.881423 0.263747 2.41449
595700 1.27533 0.886668 0.253097 2.4151
595800 1.32751 0.932859 0.272676 2.53304
595900 1.31522 0.977086 0.261774 2.55408
596000 1.28882 1.00281 0.250302 2.54193
596100 1.31843 1.00295 0.265194 2.58657
596200 1.34 0.974326 0.265155 2.57948
596300 1.31891 0.943143 0.244599 2.50665
596400 1.33519 0.976382 0.243781 2.55535
596500 1.31989 1.03391 0.228883 2.58268
596600 1.25272 1.03235 0.2185 2.50357
596700 1.22374 0.970465 0.254704 2.4489
596800 1.24085 0.936789 0.270646 2.44829
596900 1.21074 0.89357 0.255862 2.36018
597000 1.14852 0.856751 0.266093 2.27136
597100 1.10673 0.889401 0.263725 2.25985
597200 1.08191 0.940131 0.244968 2.26701
597300 1.0539 0.925835 0.252174 2.23191
597400 1.07197 0.960644 0.268426 2.30104
597500 1.13018 0.975616 0.25751 2.36331
597600 1.17009 0.93299 0.265751 2.36883
597700 1.16568 0.930241 0.285408 2.38133
597800 1.17802 0.993069 0.283976 2.45507
597900 1.19765 0.974246 0.267436 2.43933
598000 1.20401 0.964425 0.265646 2.43408
598100 1.22506 0.97657 0.260233 2.46186
598200 1.25996 0.977709 0.244409 2.48208
598300 1.25566 0.976981 0.244466 2.4771
598400 1.27069 1.02746 0.255067 2.55322
598500 1.32356 1.05867 0.251743 2.63397
598600 1.4041 1.04679 0.25854 2.70943
598700 1.45151 1.01731 0.258786 2.72761
598800 1.48831 1.0346 0.230967 2.75388
598900 1.48664 1.02324 0.226751 2.73663
599000 1.49087 1.01302 0.237006 2.7409
599100 1.45945 1.05241 0.239333 2.75119
599200 1.3872 1.05597 0.264177 2.70734
599300 1.31174 0.963931 0.295034 2.57071
599400 1.27665 0.916303 0.271551 2.46451
599500 1.24873 0.904345 0.248069 2.40115
599600 1.2255 0.861155 0.258662 2.34531
599700 1.17478 0.85642 0.24629 2.27749
599800 1.13792 0.903003 0.244211 2.28514
599900 1.09264 0.884361 0.263225 2.24023
600000 1.09965 0.839084 0.243646 2.18238
600100 1.144 0.827338 0.221357 2.1927
600200 1.1752 0.829327 0.220369 2.2249
600300 1.14446 0.841606 0.232857 2.21892
600400 1.13937 0.890192 0.263084 2.29264
600500 1.1249 0.941117 0.282895 2.34892
600600 1.13084 0.951966 0.260048 2.34286
600700 1.19196 0.937222 0.24462 2.3738
600800 1.28058 0.914778 0.233303 2.42866
600900 1.24615 0.935502 0.222069 2.40373
601000 1.21202 0.98818 0.246199 2.4464
601100 1.23577 1.02921 0.282167 2.54715
601200 1.25551 1.03987 0.263 2.55838
601300 1.27399 0.998327 0.24649 2.51881
601400 1.32714 0.918362 0.258255 2.50376
601500 1.30555 0.910712 0.255618 2.47188
601600 1.22475 0.924612 0.246358 2.39572
601700 1.19548 0.943299 0.264564 2.40334
601800 1.21791 0.946501 0.267356 2.43176
601900 1.23634 0.926993 0.231755 2.39509
602000 1.24883 0.902125 0.208553 2.35951
602100 1.25421 0.908995 0.220946 2.38415
602200 1.23344 0.92229 0.252637 2.40836
602300 1.19955 0.957522 0.277787 2.43486
602400 1.19688 0.952142 0.286616 2.43564
602500 1.21584 0.929939 0.286452 2.43223
602600 1.21924 0.885718 0.278186 2.38315
602700 1.24415 0.879038 0.266991 2.39018
602800 1.25513 0.9213 0.263934 2.44036
602900 1.23999 0.982619 0.283138 2.50575
603000 1.24794 1.02427 0.277547 2.54976
603100 1.33227 1.05997 0.235537 2.62778
603200 1.39545 1.03005 0.221223 2.64673
603300 1.43205 1.02182 0.22729 2.68116
603400 1.42947 1.0291 0.225195 2.68376
603500 1.39786 1.0573 0.238393 2.69355
603600 1.3345 1.09166 0.261857 2.68802
603700 1.3522 1.07563 0.252617 2.68045
603800 1.3671 1.04131 0.233432 2.64184
603900 1.35123 1.04703 0.244581 2.64284
604000 1.31561 1.02439 0.256608 2.59661
604100 1.28713 1.03604 0.273724 2.5969
604200 1.2421 1.04742 0.275465 2.56498
604300 1.23478 1.02201 0.264756 2.52155
604400 1.2545 0.966862 0.23656 2.45792
604500 1.30032 0.949695 0.229242 2.47925
604600 1.26647 0.945124 0.239378 2.45097
604700 1.25592 0.947276 0.257682 2.46088
604800 1.25883 0.961816 0.270626 2.49127
604900 1.28051 0.984663 0.259135 2.52431
605000 1.28763 0.956189 0.239236 2.48305
605100 1.35955 0.945696 0.242531 2.54777
605200 1.36605 0.960586 0.251238 2.57787
605300 1.32453 0.967155 0.248434 2.54012
605400 1.26104 0.961249 0.253882 2.47617
605500 1.26522 0.954394 0.256213 2.47583
605600 1.24483 0.914485 0.233839 2.39315
605700 1.24748 0.867174 0.21055 2.3252
605800 1.2361 0.847433 0.21597 2.2995
605900 1.20026 0.860335 0.244657 2.30525
606000 1.13039 0.904445 0.262131 2.29697
606100 1.13075 0.955124 0.27396 2.35983
606200 1.1495 0.948235 0.273459 2.3712
606300 1.18816 0.956492 0.249426 2.39408
606400 1.20339 0.96559 0.231107 2.40009
606500 1.21374 0.94416 0.241822 2.39972
606600 1.17507 0.945668 0.254527 2.37526
606700 1.17452 1.0073 0.252595 2.43442
606800 1.17062 1.0132 0.264375 2.44819
606900 1.20438 0.985863 0.268632 2.45887
607000 1.21521 1.01579 0.250534 2.48154
607100 1.24263 1.00383 0.260137 2.5066
607200 1.25907 0.996674 0.299675 2.55542
607300 1.31092 1.04366 0.310736 2.66531
607400 1.33358 1.0872 0.286023 2.70681
607500 1.35705 1.08734 0.257171 2.70157
607600 1.368 1.09837 0.229276 2.69565
607700 1.36252 1.06001 0.215214 2.63774
607800 1.29873 1.00306 0.218807 2.5206
607900 1.2633 0.969347 0.229967 2.46262
608000 1.20718 0.949012 0.217762 2.37396
608100 1.16445 0.922242 0.212189 2.29889
608200 1.13193 0.905807 0.21902 2.25676
608300 1.15174 0.869126 0.213144 2.23401
608400 1.13198 0.866156 0.208283 2.20642
608500 1.12294 0.878788 0.239062 2.24079
608600 1.134 0.916744 0.255271 2.30602
608700 1.15289 0.965011 0.246568 2.36447
608800 1.18264 0.962505 0.251721 2.39687
608900 1.25465 0.926787 0.249583 2.43102
609000 1.29497 0.941644 0.219506 2.45612
609100 1.30353 0.938358 0.202743 2.44463
609200 1.33798 0.947711 0.21942 2.50512
609300 1.37672 1.02091 0.207562 2.60519
609400 1.36917 1.04903 0.191863 2.61006
609500 1.39648 1.01583 0.215493 2.6278
609600 1.43254 1.00277 0.235384 2.6707
609700 1.37975 0.96866 0.2348 2.58321
609800 1.29266 0.957119 0.247198 2.49698
609900 1.24616 0.985549 0.250252 2.48196
610000 1.20828 0.993642 0.23284 2.43476
610100 1.17245 0.975642 0.220808 2.3689
610200 1.19607 0.991754 0.216484 2.40431
610300 1.2396 0.991258 0.223172 2.45403
610400 1.24704 0.982855 0.23061 2.4605
610500 1.25253 1.02792 0.224622 2.50507
610600 1.27565 1.05218 0.225302 2.55314
610700 1.3061 1.02107 0.229331 2.5565
610800 1.32829 1.01534 0.225903 2.56953
610900 1.34561 0.959999 0.23204 2.53765
611000 1.33668 0.905701 0.245231 2.48761
611100 1.28251 0.92881 0.244622 2.45594
611200 1.24806 0.945696 0.249752 2.4435
611300 1.22597 0.939822 0.266206 2.432
611400 1.20077 0.958399 0.272009 2.43118
611500 1.18634 0.937459 0.264753 2.38855
611600 1.17477 0.907682 0.273058 2.35551
611700 1.14309 0.930851 0.279307 2.35325
611800 1.13791 0.929628 0.283058 2.3506
611900 1.15686 0.91578 0.280655 2.35329
612000 1.17884 0.91893 0.251344 2.34912
612100 1.18954 0.907752 0.226607 2.3239
612200 1.2024 0.894235 0.209697 2.30633
612300 1.18729 0.926623 0.206532 2.32044
612400 1.18759 0.954037 0.215911 2.35754
612500 1.20677 0.982705 0.226636 2.41611
612600 1.25394 0.970042 0.22816 2.45214
612700 1.29752 0.950972 0.222755 2.47125
612800 1.33732 0.922041 0.219704 2.47907
612900 1.32972 0.905452 0.220069 2.45524
613000 1.28639 0.887341 0.231947 2.40568
613100 1.2218 0.920142 0.230837 2.37278
613200 1.18344 0.895731 0.237948 2.31712
613300 1.17745 0.850703 0.239064 2.26722
613400 1.20302 0.822374 0.219692 2.24508
613500 1.2329 0.804888 0.205587 2.24338
613600 1.25268 0.768288 0.216355 2.23732
613700 1.2392 0.814913 0.236615 2.29073
613800 1.24982 0.850778 0.239764 2.34036
613900 1.27342 0.873363 0.2325 2.37928
614000 1.34549 0.869688 0.239178 2.45435
614100 1.3928 0.869475 0.239744 2.50202
614200 1.37757 0.837468 0.219229 2.43427
614300 1.3202 0.882753 0.221319 2.42428
614400 1.29947 0.899461 0.239305 2.43824
614500 1.28667 0.915895 0.222088 2.42466
614600 1.30101 0.918351 0.204208 2.42357
614700 1.35364 0.949859 0.21448 2.51797
614800 1.41523 0.937068 0.213647 2.56594
614900 1.41707 0.997929 0.224146 2.63915
615000 1.44825 1.02315 0.265985 2.73739
615100 1.46985 1.07526 0.269951 2.81506
615200 1.47908 1.08364 0.232915 2.79564
615300 1.50677 1.10382 0.222691 2.83329
615400 1.58199 1.0753 0.211539 2.86883
615500 1.60118 1.09852 0.204913 2.90461
615600 1.58295 1.09677 0.255031 2.93475
615700 1.58739 1.11113 0.32073 3.01925
615800 1.58987 1.08429 0.326851 3.00101
615900 1.55544 1.06925 0.307337 2.93203
616000 1.54162 1.00743 0.287038 2.83608
616100 1.51114 1.00223 0.252683 2.76605
616200 1.41606 0.976095 0.245108 2.63726
616300 1.31076 0.951088 0.264744 2.5266
616400 1.29048 0.896144 0.252168 2.43879
616500 1.29096 0.864435 0.230481 2.38588
616600 1.28771 0.806216 0.221716 2.31564
616700 1.29569 0.821516 0.191003 2.30821
616800 1.28181 0.84089 0.185473 2.30818
616900 1.26133 0.871147 0.237112 2.36959
617000 1.27475 0.906121 0.268498 2.44937
617100 1.32571 0.949002 0.242254 2.51697
617200 1.40325 0.9229 0.245885 2.57203
617300 1.48729 0.915612 0.226451 2.62935
617400 1.54952 0.956829 0.184766 2.69112
617500 1.55421 1.01423 0.192251 2.76069
617600 1.52479 1.03539 0.217879 2.77805
617700 1.49903 1.05049 0.210989 2.76051
617800 1.49363 1.04371 0.205612 2.74295
617900 1.50758 0.991973 0.209875 2.70942
618000 1.50858 0.968274 0.209173 2.68603
618100 1.47111 0.96952 0.219086 2.65972
618200 1.37785 1.01911 0.249769 2.64672
618300 1.33735 1.03771 0.258265 2.63333
618400 1.35199 1.0403 0.241542 2.63383
618500 1.37865 1.03262 0.214098 2.62536
618600 1.39211 1.02598 0.20382 2.62191
618700 1.41059 1.00884 0.215274 2.6347
618800 1.40349 1.08248 0.228667 2.71463
618900 1.45876 1.11323 0.219808 2.7918
619000 1.54887 1.13406 0.230709 2.91364
619100 1.66466 1.14368 0.221245 3.02959
619200 1.72628 1.18546 0.205364 3.11711
619300 1.74863 1.18797 0.227454 3.16405
619400 1.77831 1.26206 0.250282 3.29064
619500 1.8321 1.27594 0.242062 3.3501
619600 1.82585 1.30331 0.242431 3.3716
619700 1.85273 1.27913 0.222975 3.35484
619800 1.86454 1.26216 0.197516 3.32422
619900 1.79302 1.20444 0.200073 3.19753
620000 1.72349 1.22548 0.222019 3.17099
620100 1.70967 1.1675 0.225131 3.1023
620200 1.58905 1.15469 0.225142 2.96888
620300 1.49579 1.10125 0.236849 2.83389
620400 1.46653 1.08241 0.235571 2.78451
620500 1.43037 1.05924 0.20942 2.69903
620600 1.34778 1.10465 0.211532 2.66396
620700 1.36185 1.04198 0.226893 2.63072
620800 1.3684 1.05488 0.225323 2.64861
620900 1.36378 1.05645 0.211307 2.63153
621000 1.43966 1.06128 0.220759 2.7217
621100 1.56729 1.04314 0.204954 2.81538
621200 1.60296 1.11137 0.198152 2.91249
621300 1.62842 1.11505 0.22287 2.96634
621400 1.65882 1.17474 0.228166 3.06173
621500 1.69876 1.19741 0.217894 3.11407
621600 1.71738 1.18393 0.227416 3.12873
621700 1.74152 1.11836 0.223603 3.08349
621800 1.73161 1.14699 0.208415 3.08701
621900 1.66019 1.12612 0.22333 3.00964
622000 1.54483 1.12323 0.243536 2.91159
622100 1.50459 1.09809 0.244537 2.84722
622200 1.48555 1.0863 0.249698 2.82155
622300 1.44773 1.00725 0.246041 2.70102
622400 1.43354 0.992405 0.247017 2.67297
622500 1.45733 1.02648 0.252436 2.73624
622600 1.4269 1.08746 0.239988 2.75434
622700 1.44773 1.08828 0.249524 2.78554
622800 1.49382 1.12739 0.266946 2.88816
622900 1.49992 1.13811 0.246917 2.88495
623000 1.53492 1.10186 0.230811 2.86758
623100 1.6385 1.08635 0.24615 2.97099
623200 1.66825 1.14644 0.225069 3.03976
623300 1.65249 1.14702 0.213409 3.01291
623400 1.67616 1.15563 0.232883 3.06467
623500 1.66201 1.16609 0.226513 3.05461
623600 1.63719 1.14289 0.200667 2.98075
623700 1.63104 1.10167 0.208229 2.94094
623800 1.62905 1.0932 0.218992 2.94124
623900 1.58062 1.07118 0.223379 2.87517
624000 1.5539 1.02346 0.249019 2.82638
624100 1.53266 1.00131 0.267181 2.80115
624200 1.53441 0.970581 0.233735 2.73872
624300 1.49617 0.978629 0.218399 2.6932
624400 1.46322 1.03316 0.218771 2.71515
624500 1.47152 1.07877 0.207415 2.75771
624600 1.52163 1.06916 0.192688 2.78349
624700 1.54582 1.09217 0.221384 2.85937
624800 1.61183 1.10392 0.229619 2.94537
624900 1.62095 1.12303 0.208236 2.95222
625000 1.58986 1.13511 0.211697 2.93667
625100 1.58321 1.14615 0.240423 2.96979
