# Time-averaged data for fix msd_out
# TimeStep c_msd_co2[1] c_msd_co2[2] c_msd_co2[3] c_msd_co2[4]
182800 1.09409 0.680688 0.249468 2.02424
182900 1.12937 0.685512 0.261495 2.07638
183000 1.14175 0.694523 0.272251 2.10852
183100 1.1672 0.643353 0.255903 2.06645
183200 1.20369 0.605458 0.238325 2.04747
183300 1.19935 0.61096 0.239276 2.04959
183400 1.12568 0.622846 0.234181 1.98271
183500 1.06555 0.613867 0.23339 1.91281
183600 1.02394 0.615138 0.251305 1.89039
183700 1.00362 0.61356 0.270181 1.88737
183800 0.963172 0.593051 0.265691 1.82191
183900 0.930758 0.579485 0.262941 1.77318
184000 0.875921 0.599825 0.265366 1.74111
184100 0.82914 0.592667 0.272014 1.69382
184200 0.795586 0.565327 0.286292 1.6472
184300 0.831063 0.561863 0.290281 1.68321
184400 0.887908 0.543519 0.282305 1.71373
184500 0.96088 0.526859 0.25759 1.74533
184600 0.993521 0.564141 0.251586 1.80925
184700 1.05273 0.622756 0.252202 1.92769
184800 1.11382 0.645893 0.252785 2.0125
184900 1.1984 0.643522 0.261094 2.10302
185000 1.24891 0.643358 0.275094 2.16736
185100 1.28895 0.633234 0.273702 2.19589
185200 1.24478 0.624423 0.265563 2.13477
185300 1.17084 0.629805 0.265069 2.06571
185400 1.08587 0.650865 0.269141 2.00588
185500 1.03059 0.592753 0.265742 1.88908
185600 0.982922 0.526914 0.256108 1.76594
185700 0.950504 0.490539 0.24509 1.68613
185800 0.883376 0.441862 0.237925 1.56316
185900 0.82362 0.408403 0.249397 1.48142
186000 0.773319 0.431272 0.273024 1.47761
186100 0.743168 0.428603 0.283513 1.45528
186200 0.724419 0.393448 0.30381 1.42168
186300 0.763701 0.398269 0.323117 1.48509
186400 0.803337 0.423983 0.312271 1.53959
186500 0.827167 0.440427 0.303274 1.57087
186600 0.881598 0.477564 0.313928 1.67309
186700 0.98336 0.523757 0.305476 1.81259
186800 1.0567 0.519203 0.288648 1.86455
186900 1.11959 0.523639 0.285164 1.9284
187000 1.16753 0.571671 0.27173 2.01093
187100 1.14705 0.580995 0.250603 1.97864
187200 1.10196 0.583662 0.243922 1.92955
187300 1.09863 0.60329 0.244921 1.94684
187400 1.08399 0.59123 0.257726 1.93295
187500 1.02257 0.549144 0.277698 1.84941
187600 0.973362 0.540003 0.28583 1.79919
187700 0.948592 0.54064 0.290173 1.77941
187800 0.913264 0.527161 0.287131 1.72756
187900 0.877824 0.527586 0.272995 1.67841
188000 0.884265 0.539312 0.276135 1.69971
188100 0.883005 0.520054 0.293894 1.69695
188200 0.910497 0.493431 0.279445 1.68337
188300 0.960141 0.517898 0.257786 1.73582
188400 0.997422 0.544737 0.247002 1.78916
188500 1.01871 0.555668 0.22647 1.80084
188600 1.07811 0.578538 0.21636 1.87301
188700 1.13226 0.583699 0.25097 1.96693
188800 1.155 0.565987 0.280539 2.00153
188900 1.16398 0.580079 0.281984 2.02604
189000 1.18878 0.624011 0.296177 2.10897
189100 1.1868 0.648508 0.303624 2.13893
189200 1.18768 0.678193 0.289172 2.15505
189300 1.20096 0.710065 0.28613 2.19716
189400 1.23578 0.696039 0.284412 2.21623
189500 1.24569 0.661241 0.272985 2.17992
189600 1.28372 0.654873 0.248527 2.18712
189700 1.2884 0.663596 0.245031 2.19703
189800 1.23218 0.664795 0.244057 2.14103
189900 1.16402 0.66798 0.239471 2.07147
190000 1.14964 0.649564 0.256691 2.0559
190100 1.11656 0.60386 0.294188 2.01461
190200 1.09225 0.580911 0.29596 1.96912
190300 1.10266 0.593237 0.267674 1.96357
190400 1.13157 0.58071 0.276768 1.98905
190500 1.10276 0.564608 0.294093 1.96146
190600 1.0852 0.600811 0.274701 1.96071
190700 1.0925 0.593198 0.274795 1.96049
190800 1.09049 0.56598 0.300752 1.95723
190900 1.09273 0.58602 0.301945 1.98069
191000 1.12582 0.626467 0.281261 2.03355
191100 1.15158 0.63209 0.263406 2.04707
191200 1.18442 0.651884 0.247731 2.08403
191300 1.27459 0.6566 0.225744 2.15693
191400 1.34381 0.66339 0.241238 2.24844
191500 1.31367 0.664642 0.263041 2.24136
191600 1.27987 0.701247 0.264424 2.24554
191700 1.25831 0.70096 0.271168 2.23043
191800 1.21813 0.694758 0.309069 2.22196
191900 1.21801 0.651192 0.313558 2.18276
192000 1.24106 0.633266 0.297075 2.1714
192100 1.21949 0.62184 0.289151 2.13048
192200 1.21608 0.61451 0.27656 2.10715
192300 1.23705 0.592039 0.255252 2.08434
192400 1.18426 0.610671 0.246812 2.04174
192500 1.11648 0.599547 0.246528 1.96256
192600 1.10405 0.578697 0.253872 1.93662
192700 1.09621 0.567946 0.259586 1.92374
192800 1.04635 0.585294 0.26285 1.8945
192900 1.01967 0.60171 0.252817 1.87419
193000 1.00583 0.637575 0.25054 1.89395
193100 1.01361 0.639683 0.239244 1.89253
193200 1.01431 0.621896 0.240298 1.8765
193300 1.04658 0.610265 0.263485 1.92033
193400 1.0558 0.614004 0.276412 1.94622
193500 1.0502 0.599793 0.262057 1.91205
193600 1.04804 0.614558 0.256345 1.91895
193700 1.07086 0.583879 0.245267 1.90001
193800 1.06049 0.582076 0.233467 1.87603
193900 1.04244 0.574172 0.240895 1.8575
194000 1.03379 0.54712 0.261884 1.8428
194100 1.02794 0.510363 0.268528 1.80684
194200 1.01684 0.496925 0.263868 1.77764
194300 0.971927 0.482962 0.258358 1.71325
194400 0.895733 0.485313 0.251427 1.63247
194500 0.851615 0.485324 0.256679 1.59362
194600 0.821971 0.463252 0.271024 1.55625
194700 0.794177 0.449677 0.278335 1.52219
194800 0.804247 0.440884 0.275077 1.52021
194900 0.816746 0.432514 0.261737 1.511
195000 0.784935 0.455285 0.25269 1.49291
195100 0.77031 0.48466 0.257552 1.51252
195200 0.798283 0.481305 0.266134 1.54572
195300 0.858481 0.462255 0.266825 1.58756
195400 0.925221 0.474093 0.261162 1.66047
195500 0.97656 0.520838 0.257614 1.75501
195600 1.02844 0.553524 0.269176 1.85114
195700 1.07 0.596709 0.279731 1.94644
195800 1.06527 0.627904 0.268705 1.96188
195900 1.062 0.591477 0.259817 1.91329
196000 1.09394 0.56239 0.264802 1.92113
196100 1.05745 0.568144 0.246808 1.8724
196200 1.00953 0.572489 0.222664 1.80468
196300 1.00866 0.57512 0.235744 1.81953
196400 1.00922 0.56202 0.239461 1.8107
196500 0.980828 0.5473 0.237512 1.76564
196600 1.00865 0.552909 0.248991 1.81055
196700 1.01601 0.566959 0.264735 1.84771
196800 1.00182 0.587952 0.246955 1.83672
196900 1.0086 0.591894 0.250586 1.85108
197000 1.02901 0.567949 0.265525 1.86249
197100 0.995086 0.543023 0.275111 1.81322
197200 0.98506 0.530113 0.291702 1.80688
197300 0.994044 0.52815 0.299825 1.82202
197400 0.992102 0.526763 0.264476 1.78334
197500 0.967518 0.522204 0.24778 1.7375
197600 0.983693 0.520828 0.249345 1.75387
197700 0.985409 0.515604 0.242702 1.74371
197800 0.938708 0.515405 0.261236 1.71535
197900 0.919933 0.512505 0.277823 1.71026
198000 0.954702 0.501717 0.262611 1.71903
198100 0.926788 0.505931 0.262258 1.69498
198200 0.898122 0.505055 0.261171 1.66435
198300 0.908765 0.491014 0.255756 1.65554
198400 0.897715 0.513891 0.271452 1.68306
198500 0.865854 0.523791 0.287336 1.67698
198600 0.909404 0.535706 0.262359 1.70747
198700 0.942937 0.533296 0.23784 1.71407
198800 0.931425 0.523472 0.232633 1.68753
198900 0.922789 0.52483 0.230864 1.67848
199000 0.918141 0.532778 0.240291 1.69121
199100 0.87372 0.482394 0.261496 1.61761
199200 0.851368 0.459671 0.257309 1.56835
199300 0.856115 0.434961 0.245674 1.53675
199400 0.842486 0.431607 0.246422 1.52051
199500 0.819424 0.431283 0.25278 1.50349
199600 0.823132 0.449307 0.26395 1.53639
199700 0.852287 0.453533 0.273663 1.57948
199800 0.86897 0.472915 0.275325 1.61721
199900 0.896382 0.467155 0.270059 1.6336
200000 0.934116 0.490272 0.272596 1.69698
200100 0.942334 0.542566 0.277088 1.76199
200200 0.959879 0.590693 0.281311 1.83188
200300 1.05394 0.584641 0.275733 1.91432
200400 1.1408 0.592879 0.278711 2.01239
200500 1.14738 0.59148 0.279782 2.01865
200600 1.13852 0.602896 0.278357 2.01977
200700 1.11667 0.601784 0.283379 2.00183
200800 1.03691 0.625271 0.289281 1.95146
200900 0.983755 0.603613 0.274197 1.86157
201000 0.987148 0.567037 0.272195 1.82638
201100 0.97151 0.523584 0.273864 1.76896
201200 0.917949 0.490612 0.26698 1.67554
201300 0.894589 0.4593 0.253608 1.6075
201400 0.875248 0.460037 0.250432 1.58572
201500 0.827465 0.461911 0.239504 1.52888
201600 0.796123 0.461118 0.235416 1.49266
201700 0.812947 0.438051 0.254108 1.50511
201800 0.796138 0.453375 0.279732 1.52924
201900 0.789794 0.498235 0.28841 1.57644
202000 0.831492 0.539606 0.300338 1.67144
202100 0.909949 0.556813 0.296428 1.76319
202200 1.00575 0.570287 0.277573 1.85361
202300 1.13652 0.549492 0.264454 1.95046
202400 1.18234 0.558266 0.283666 2.02427
202500 1.17672 0.623443 0.302315 2.10248
202600 1.17632 0.676824 0.323466 2.17661
202700 1.21854 0.688621 0.320601 2.22776
202800 1.23006 0.707473 0.289714 2.22724
202900 1.24337 0.701345 0.265436 2.21015
203000 1.23706 0.675391 0.272361 2.18481
203100 1.20562 0.689418 0.275405 2.17045
203200 1.17348 0.695052 0.275533 2.14406
203300 1.18604 0.6655 0.281233 2.13278
203400 1.17523 0.630914 0.27198 2.07813
203500 1.1289 0.61976 0.254161 2.00282
203600 1.08197 0.604096 0.282179 1.96824
203700 0.989339 0.632073 0.308446 1.92986
203800 0.921673 0.633702 0.303696 1.85907
203900 0.942217 0.637042 0.295759 1.87502
204000 0.997093 0.592649 0.28252 1.87226
204100 1.00816 0.572799 0.246262 1.82722
204200 1.06614 0.584203 0.252466 1.90281
204300 1.11236 0.61409 0.286845 2.0133
204400 1.10132 0.624128 0.292189 2.01764
204500 1.12107 0.669934 0.283026 2.07403
204600 1.19489 0.668869 0.290609 2.15437
204700 1.19837 0.659593 0.273487 2.13145
204800 1.1776 0.641167 0.259179 2.07794
204900 1.17378 0.649173 0.264568 2.08752
205000 1.15866 0.609969 0.254478 2.0231
205100 1.08536 0.600241 0.237969 1.92357
205200 1.05712 0.603333 0.253136 1.91359
205300 1.03829 0.60991 0.272173 1.92037
205400 1.03407 0.59405 0.28128 1.9094
205500 1.02255 0.6141 0.296805 1.93346
205600 1.03865 0.61239 0.311333 1.96237
205700 1.01784 0.632853 0.326314 1.97701
205800 1.02436 0.642333 0.312158 1.97885
205900 1.00684 0.658981 0.290941 1.95676
206000 1.00766 0.612482 0.283256 1.90339
206100 1.00481 0.571157 0.269911 1.84587
206200 1.00621 0.554175 0.254408 1.81479
206300 0.948937 0.575447 0.255764 1.78015
206400 0.955462 0.564577 0.270522 1.79056
206500 0.963083 0.585563 0.288846 1.83749
206600 0.995315 0.571412 0.292128 1.85885
206700 1.00919 0.536185 0.280851 1.82622
206800 1.02931 0.531071 0.278443 1.83883
206900 1.00078 0.570003 0.2869 1.85768
207000 0.979589 0.564304 0.286925 1.83082
207100 0.999708 0.567578 0.295728 1.86301
207200 1.01127 0.565815 0.306212 1.8833
207300 1.00351 0.552893 0.290126 1.84653
207400 1.01697 0.547199 0.269399 1.83356
207500 1.00196 0.613641 0.289385 1.90499
207600 0.975051 0.679416 0.290886 1.94535
207700 0.978507 0.664282 0.283291 1.92608
207800 1.00321 0.645921 0.287657 1.93679
207900 1.01957 0.644316 0.281063 1.94495
208000 1.04426 0.603086 0.26287 1.91022
208100 1.01726 0.585839 0.261977 1.86507
208200 0.956582 0.597271 0.271548 1.8254
208300 0.939899 0.569252 0.272404 1.78156
208400 0.948521 0.537045 0.274377 1.75994
208500 0.952142 0.526935 0.269519 1.7486
208600 0.93639 0.532118 0.243699 1.71221
208700 0.949234 0.533956 0.254182 1.73737
208800 0.951017 0.563761 0.273408 1.78819
208900 0.956096 0.533895 0.259396 1.74939
209000 0.97479 0.483886 0.268171 1.72685
209100 1.00996 0.462365 0.288914 1.76124
209200 0.95539 0.486095 0.277358 1.71884
209300 0.916211 0.463402 0.270343 1.64996
209400 0.906481 0.474505 0.290522 1.67151
209500 0.877903 0.457991 0.290317 1.62621
209600 0.818363 0.428684 0.273849 1.5209
209700 0.818693 0.391803 0.276089 1.48658
209800 0.801845 0.412738 0.273516 1.4881
209900 0.757922 0.423731 0.254944 1.4366
210000 0.719042 0.454333 0.236605 1.40998
210100 0.748319 0.46237 0.241367 1.45206
210200 0.764506 0.448761 0.248677 1.46195
210300 0.80323 0.42069 0.261175 1.4851
210400 0.853578 0.454968 0.274925 1.58347
210500 0.888542 0.473558 0.277159 1.63926
210600 0.856417 0.511323 0.267672 1.63541
210700 0.921836 0.539395 0.25687 1.7181
210800 0.975046 0.555805 0.276749 1.8076
210900 0.999486 0.542556 0.285096 1.82714
211000 1.00861 0.600109 0.272298 1.88102
211100 1.06939 0.637316 0.267675 1.97438
211200 1.06064 0.636097 0.267207 1.96395
211300 1.10263 0.615666 0.260603 1.9789
211400 1.1302 0.650531 0.275254 2.05599
211500 1.11485 0.66155 0.28147 2.05786
211600 1.07034 0.680704 0.263762 2.01481
211700 1.10258 0.701916 0.241779 2.04628
211800 1.08971 0.695747 0.231629 2.01709
211900 1.06302 0.647284 0.227831 1.93814
212000 1.04362 0.615984 0.242748 1.90235
212100 1.05011 0.585425 0.260821 1.89636
212200 0.988528 0.574212 0.272445 1.83518
212300 0.958061 0.55554 0.289681 1.80328
212400 0.943532 0.555361 0.294558 1.79345
212500 0.916339 0.555215 0.276546 1.7481
212600 0.883347 0.555416 0.28039 1.71915
212700 0.935609 0.541989 0.288603 1.7662
212800 0.975614 0.544737 0.281528 1.80188
212900 0.996257 0.528059 0.27804 1.80236
213000 1.0451 0.536085 0.295633 1.87682
213100 1.12985 0.557634 0.280338 1.96782
213200 1.16579 0.58866 0.259602 2.01405
213300 1.18299 0.61441 0.250017 2.04742
213400 1.21193 0.625999 0.263119 2.10105
213500 1.21453 0.638895 0.258984 2.11241
213600 1.16095 0.64686 0.261935 2.06974
213700 1.13384 0.644479 0.269916 2.04823
213800 1.13669 0.644837 0.287348 2.06888
213900 1.11326 0.628327 0.281163 2.02275
214000 1.08906 0.602203 0.279794 1.97106
214100 1.08765 0.605283 0.300233 1.99317
214200 1.06924 0.617737 0.313666 2.00064
214300 1.04331 0.63767 0.277211 1.95819
214400 1.09643 0.646628 0.287001 2.03006
214500 1.14947 0.677511 0.280934 2.10791
214600 1.18336 0.684671 0.249505 2.11754
214700 1.23645 0.700382 0.255391 2.19222
214800 1.30624 0.703444 0.28633 2.29601
214900 1.30989 0.720879 0.274399 2.30517
215000 1.3357 0.721514 0.296897 2.35411
215100 1.3505 0.756743 0.324483 2.43173
215200 1.35477 0.757495 0.304856 2.41713
215300 1.33808 0.746103 0.299752 2.38393
215400 1.34599 0.734275 0.33044 2.41071
215500 1.29256 0.764758 0.303487 2.36081
215600 1.24563 0.758661 0.280149 2.28444
215700 1.23019 0.7555 0.295567 2.28126
215800 1.23907 0.741116 0.277992 2.25818
215900 1.21526 0.730325 0.231989 2.17757
216000 1.21356 0.702091 0.251413 2.16706
216100 1.21761 0.711908 0.279805 2.20932
216200 1.215 0.706143 0.288508 2.20965
216300 1.24827 0.71588 0.306586 2.27074
216400 1.35695 0.70542 0.329415 2.39178
216500 1.41873 0.743339 0.294445 2.45651
216600 1.45964 0.780251 0.269694 2.50958
216700 1.48414 0.836278 0.308854 2.62927
216800 1.50074 0.844285 0.321534 2.66656
216900 1.44599 0.848106 0.294398 2.5885
217000 1.46021 0.815204 0.297354 2.57277
217100 1.44415 0.801626 0.295089 2.54086
217200 1.39242 0.762364 0.256855 2.41164
217300 1.33858 0.778091 0.249118 2.36579
217400 1.31853 0.785822 0.294004 2.39836
217500 1.24834 0.785127 0.297873 2.33134
217600 1.26226 0.757058 0.286835 2.30615
217700 1.28608 0.780974 0.288405 2.35546
217800 1.27348 0.77747 0.292431 2.34338
217900 1.24836 0.789187 0.27866 2.31621
218000 1.29354 0.815457 0.300751 2.40975
218100 1.30642 0.812636 0.315782 2.43484
218200 1.35086 0.7546 0.300198 2.40566
218300 1.43402 0.748856 0.298516 2.4814
218400 1.4811 0.756753 0.293278 2.53113
218500 1.4165 0.765953 0.27072 2.45317
218600 1.3779 0.793573 0.27601 2.44748
218700 1.38903 0.787608 0.307336 2.48397
218800 1.3432 0.728133 0.308882 2.38021
218900 1.27982 0.694176 0.30887 2.28287
219000 1.27676 0.69344 0.322354 2.29255
219100 1.2544 0.687491 0.319085 2.26098
219200 1.17889 0.686519 0.302952 2.16836
219300 1.17476 0.701783 0.291634 2.16818
219400 1.22352 0.714581 0.281963 2.22006
219500 1.2511 0.699512 0.289768 2.24038
219600 1.28267 0.728895 0.293506 2.30508
219700 1.3265 0.797986 0.297812 2.4223
219800 1.34971 0.8445 0.311973 2.50618
219900 1.4091 0.836662 0.333412 2.57918
220000 1.50289 0.857567 0.319197 2.67965
220100 1.59194 0.837844 0.309524 2.7393
220200 1.6053 0.802812 0.318643 2.72675
220300 1.59201 0.806451 0.313346 2.71181
220400 1.5089 0.831223 0.308018 2.64814
220500 1.42793 0.799593 0.313109 2.54063
220600 1.35495 0.788456 0.301113 2.44452
220700 1.31313 0.745386 0.304986 2.36351
220800 1.2321 0.700436 0.313782 2.24631
220900 1.16809 0.684967 0.29795 2.151
221000 1.12987 0.680052 0.294934 2.10486
221100 1.1186 0.635664 0.304533 2.05879
221200 1.09892 0.633873 0.285496 2.01829
221300 1.16064 0.638935 0.285925 2.0855
221400 1.20666 0.655426 0.319275 2.18136
221500 1.24375 0.692892 0.331593 2.26824
221600 1.29924 0.765974 0.317669 2.38289
221700 1.40246 0.80584 0.323413 2.53172
221800 1.45941 0.824771 0.315891 2.60007
221900 1.54616 0.817177 0.279344 2.64268
222000 1.59146 0.825791 0.285881 2.70313
222100 1.55454 0.824054 0.317173 2.69576
222200 1.48497 0.836502 0.32051 2.64198
222300 1.47991 0.821256 0.31504 2.61621
222400 1.39971 0.788484 0.315623 2.50382
222500 1.33592 0.755796 0.311714 2.40343
222600 1.2961 0.75791 0.294664 2.34867
222700 1.25205 0.743573 0.302589 2.29821
222800 1.15585 0.738073 0.319294 2.21321
222900 1.15173 0.765887 0.311091 2.22871
223000 1.17881 0.76194 0.298992 2.23974
223100 1.20403 0.716309 0.290028 2.21037
223200 1.22786 0.725301 0.272871 2.22603
223300 1.31681 0.777096 0.26841 2.36232
223400 1.33645 0.793718 0.305339 2.4355
223500 1.33601 0.848533 0.323281 2.50782
223600 1.38499 0.879711 0.311032 2.57573
223700 1.4854 0.858676 0.31488 2.65895
223800 1.48475 0.840439 0.309366 2.63456
223900 1.46428 0.855162 0.293809 2.61325
224000 1.4572 0.869994 0.317843 2.64503
224100 1.38259 0.903617 0.341735 2.62794
224200 1.32067 0.890208 0.311574 2.52245
224300 1.36961 0.855276 0.283386 2.50827
224400 1.40921 0.828107 0.298662 2.53598
224500 1.36863 0.816191 0.299155 2.48397
224600 1.32394 0.814729 0.304035 2.4427
224700 1.30907 0.857383 0.331981 2.49843
224800 1.27534 0.862612 0.344923 2.48287
224900 1.30762 0.827576 0.31356 2.44876
225000 1.39544 0.795016 0.293717 2.48418
225100 1.43248 0.788168 0.302898 2.52355
225200 1.42695 0.780506 0.320317 2.52777
225300 1.39087 0.81609 0.318237 2.52519
225400 1.35323 0.824176 0.298109 2.47551
225500 1.3339 0.798609 0.283647 2.41616
225600 1.37076 0.729154 0.282356 2.38227
225700 1.36067 0.717926 0.269622 2.34822
225800 1.29214 0.72459 0.275606 2.29233
225900 1.23986 0.748 0.300782 2.28865
226000 1.2282 0.761192 0.31473 2.30413
226100 1.20799 0.778794 0.300903 2.28769
226200 1.25589 0.724248 0.296738 2.27688
226300 1.30199 0.719803 0.287128 2.30892
226400 1.28978 0.752268 0.28549 2.32754
226500 1.25792 0.803591 0.295552 2.35706
226600 1.32477 0.829737 0.305303 2.45981
226700 1.41577 0.86426 0.295785 2.57581
226800 1.49594 0.85882 0.291895 2.64666
226900 1.55957 0.89309 0.290681 2.74334
227000 1.60965 0.937143 0.298856 2.84564
227100 1.574 0.974181 0.30367 2.85185
227200 1.56709 0.998128 0.300415 2.86563
227300 1.54563 0.974753 0.283523 2.80391
227400 1.52598 0.873422 0.284203 2.68361
227500 1.46682 0.834018 0.288371 2.58921
227600 1.40625 0.856896 0.297273 2.56042
227700 1.31922 0.889763 0.309934 2.51891
227800 1.31056 0.899603 0.313963 2.52412
227900 1.34944 0.900841 0.291649 2.54193
228000 1.418 0.859018 0.273962 2.55098
228100 1.42739 0.860274 0.275404 2.56306
228200 1.44418 0.881467 0.294429 2.62007
228300 1.414 0.902164 0.295364 2.61153
228400 1.4016 0.947404 0.288904 2.6379
228500 1.41063 0.954927 0.284302 2.64986
228600 1.48322 0.891923 0.2827 2.65784
228700 1.52091 0.866561 0.283484 2.67096
228800 1.50626 0.883275 0.313567 2.7031
228900 1.47582 0.896565 0.318386 2.69077
229000 1.42908 0.943497 0.299473 2.67204
229100 1.34784 0.978633 0.290748 2.61722
229200 1.30923 0.947236 0.30616 2.56263
229300 1.32418 0.868073 0.314538 2.50679
229400 1.3424 0.827858 0.311769 2.48202
229500 1.3089 0.780589 0.294246 2.38374
229600 1.30559 0.767412 0.271928 2.34493
229700 1.32505 0.795332 0.266991 2.38738
229800 1.34541 0.836529 0.269037 2.45098
229900 1.3869 0.834788 0.268092 2.48978
230000 1.44894 0.850357 0.293937 2.59324
230100 1.51462 0.857155 0.307218 2.67899
230200 1.54319 0.901213 0.306703 2.75111
230300 1.55984 0.934703 0.317702 2.81225
230400 1.54158 0.993574 0.318506 2.85366
230500 1.54194 0.998258 0.304919 2.84512
230600 1.54324 0.966607 0.314548 2.82439
230700 1.50494 0.897589 0.317159 2.71969
230800 1.43815 0.879109 0.308134 2.6254
230900 1.41827 0.858883 0.331135 2.60828
231000 1.34837 0.878477 0.346398 2.57324
231100 1.28451 0.865444 0.340522 2.49048
231200 1.25967 0.849631 0.333178 2.44248
231300 1.28109 0.802049 0.31957 2.40271
231400 1.28131 0.7654 0.301183 2.34789
231500 1.31324 0.72684 0.301109 2.34119
231600 1.35278 0.747943 0.306631 2.40736
231700 1.34058 0.763444 0.2988 2.40282
231800 1.33705 0.767501 0.303387 2.40794
231900 1.38013 0.758766 0.30621 2.44511
232000 1.41772 0.738182 0.29785 2.45375
232100 1.40915 0.7185 0.290115 2.41777
232200 1.41502 0.73122 0.287549 2.43379
232300 1.3665 0.730387 0.295028 2.39192
232400 1.3021 0.717715 0.314443 2.33426
232500 1.24383 0.706839 0.339215 2.28989
232600 1.19719 0.662863 0.350003 2.21006
232700 1.12613 0.630571 0.333981 2.09068
232800 1.09974 0.613176 0.314181 2.0271
232900 1.08833 0.603109 0.309415 2.00085
233000 1.05717 0.607124 0.312085 1.97638
233100 1.06128 0.626355 0.312038 1.99967
233200 1.13579 0.615931 0.321272 2.073
233300 1.17056 0.62006 0.314524 2.10515
233400 1.21602 0.652623 0.298432 2.16708
233500 1.26958 0.686209 0.309859 2.26565
233600 1.27852 0.728074 0.322894 2.32948
233700 1.26445 0.793274 0.306052 2.36377
233800 1.33692 0.803825 0.311827 2.45257
233900 1.40834 0.798636 0.333897 2.54087
234000 1.41335 0.791439 0.300197 2.50498
234100 1.41109 0.830729 0.278982 2.5208
234200 1.41516 0.857302 0.314254 2.58671
234300 1.3586 0.863759 0.326639 2.549
234400 1.31163 0.817672 0.292284 2.42158
234500 1.30713 0.789647 0.298631 2.39541
234600 1.28495 0.72238 0.308006 2.31534
234700 1.19838 0.704234 0.286364 2.18898
234800 1.13717 0.715693 0.289762 2.14263
234900 1.11448 0.724179 0.317888 2.15655
235000 1.11549 0.67588 0.322292 2.11366
235100 1.15476 0.659095 0.313098 2.12695
235200 1.22264 0.642064 0.309565 2.17427
235300 1.24979 0.667977 0.300191 2.21796
235400 1.25715 0.708179 0.311798 2.27713
235500 1.2888 0.779388 0.302106 2.37029
235600 1.31445 0.811578 0.288235 2.41426
235700 1.34721 0.780761 0.306497 2.43447
235800 1.38971 0.735499 0.296602 2.42181
235900 1.40186 0.74677 0.266043 2.41467
236000 1.37523 0.738217 0.260981 2.37443
236100 1.3542 0.746796 0.272322 2.37331
236200 1.3305 0.758507 0.272474 2.36148
236300 1.32311 0.74562 0.257659 2.32639
236400 1.31693 0.685462 0.252273 2.25467
236500 1.30077 0.692731 0.272182 2.26568
236600 1.25579 0.705322 0.270252 2.23136
236700 1.21209 0.713022 0.264309 2.18942
236800 1.2085 0.718651 0.292512 2.21966
236900 1.2373 0.684245 0.310974 2.23252
237000 1.23636 0.646092 0.270773 2.15323
237100 1.23741 0.664836 0.25284 2.15509
237200 1.23796 0.670365 0.272122 2.18044
237300 1.21826 0.678118 0.262474 2.15885
237400 1.19805 0.707803 0.242102 2.14796
237500 1.23073 0.704008 0.245029 2.17977
237600 1.23846 0.668802 0.243197 2.15046
237700 1.22474 0.663059 0.218637 2.10644
237800 1.20822 0.679007 0.221092 2.10832
237900 1.19952 0.686115 0.255123 2.14076
238000 1.18948 0.693934 0.281324 2.16474
238100 1.21622 0.706975 0.278038 2.20123
238200 1.27016 0.706616 0.278769 2.25554
238300 1.30099 0.687735 0.28701 2.27574
238400 1.28817 0.711076 0.284354 2.2836
238500 1.27725 0.730452 0.274485 2.28219
238600 1.26887 0.717545 0.281774 2.26819
238700 1.27967 0.681987 0.28741 2.24906
238800 1.26888 0.672988 0.260275 2.20214
238900 1.24989 0.655222 0.231645 2.13675
239000 1.2005 0.642182 0.227857 2.07054
239100 1.13226 0.655768 0.236778 2.02481
239200 1.0931 0.657043 0.248504 1.99865
239300 1.08869 0.623243 0.243665 1.9556
239400 1.10659 0.609162 0.239191 1.95495
239500 1.1299 0.618786 0.247342 1.99602
239600 1.13687 0.644315 0.253075 2.03425
239700 1.15086 0.674369 0.263174 2.0884
239800 1.18305 0.68763 0.290401 2.16108
239900 1.23584 0.676309 0.317588 2.22974
240000 1.27612 0.677007 0.305354 2.25849
240100 1.32231 0.680908 0.287167 2.29038
240200 1.35471 0.717109 0.278108 2.34992
240300 1.35798 0.733252 0.264733 2.35597
240400 1.31458 0.740238 0.248662 2.30348
240500 1.29232 0.703061 0.248192 2.24357
240600 1.2686 0.670302 0.262613 2.20152
240700 1.22382 0.645654 0.256058 2.12553
240800 1.18166 0.644553 0.243851 2.07007
240900 1.15535 0.652081 0.260402 2.06784
241000 1.1208 0.670235 0.281638 2.07267
241100 1.10483 0.661447 0.288218 2.05449
241200 1.11091 0.636796 0.293365 2.04107
241300 1.11186 0.611797 0.300788 2.02445
241400 1.10354 0.630984 0.29219 2.02671
241500 1.09719 0.656763 0.274865 2.02882
241600 1.12071 0.659709 0.271777 2.05219
241700 1.17804 0.659793 0.265383 2.10322
241800 1.22219 0.666986 0.250088 2.13926
241900 1.25341 0.663893 0.248992 2.1663
242000 1.27888 0.6853 0.255606 2.21979
242100 1.30695 0.717447 0.264105 2.28851
242200 1.30797 0.726431 0.281652 2.31606
242300 1.30036 0.738388 0.300662 2.33941
242400 1.30118 0.726214 0.303356 2.33075
242500 1.28586 0.698234 0.30042 2.28452
242600 1.24052 0.695628 0.308246 2.24439
242700 1.21367 0.696724 0.29394 2.20433
242800 1.20502 0.705808 0.272716 2.18354
242900 1.19856 0.715275 0.281316 2.19515
243000 1.21085 0.704613 0.285775 2.20123
243100 1.25094 0.712648 0.259089 2.22268
243200 1.28691 0.738047 0.260013 2.28497
243300 1.31681 0.757048 0.286924 2.36079
